row,true_label,predicted_cluster,distance_to_centroid,is_ground_truth_noise
3452,-2,0,1.270683977,1
3453,0,2,1.615668602,0
3454,0,2,0.9062973988,0
3455,0,2,0.9552410376,0
3456,-2,0,2.731925203,1
3457,0,2,1.129961651,0
3458,0,2,0.944173552,0
3459,0,2,1.035942181,0
3460,-2,1,2.430033534,1
3461,0,2,0.7078016418,0
3462,-2,0,2.805154885,1
3463,-1,0,2.009288009,1
3464,0,2,1.441204941,0
3465,0,2,1.312124803,0
3466,0,2,0.3858289623,0
3467,0,2,0.8699944271,0
3468,0,2,1.640268657,0
3469,-1,0,2.25301941,1
3470,1,1,0.582310146,0
3471,1,1,0.9754799271,0
3472,0,2,1.704945939,0
3473,0,2,1.090873754,0
3474,-1,0,2.195128929,1
3475,0,2,1.160806146,0
3476,1,1,1.344069648,0
3477,1,1,1.683651647,0
3478,-1,0,3.499648973,1
3479,0,2,1.152174777,0
3480,0,2,1.895638116,0
3481,0,2,0.9940362767,0
3482,1,1,0.4898709118,0
3483,1,1,1.77830823,0
3484,0,2,0.6256703946,0
3485,-1,2,2.061856578,1
3486,1,1,0.9212919652,0
3487,0,2,1.60958394,0
3488,0,2,1.03520327,0
3489,0,2,0.9460147192,0
3490,0,2,1.737849101,0
3491,0,2,1.09109129,0
3492,0,2,0.9483031678,0
3493,0,2,1.177804923,0
3494,0,2,0.8384493408,0
3495,0,2,0.8211480499,0
3496,1,1,1.906115948,0
3497,-1,2,1.745134697,1
3498,0,2,1.050799461,0
3499,0,2,1.63130334,0
3500,1,1,1.114383422,0
3501,0,2,0.7601782811,0
3502,-1,0,2.352144902,1
3503,1,1,1.636107422,0
3504,0,2,1.688040142,0
3505,0,2,1.878039424,0
3506,0,2,0.9683883533,0
3507,0,2,1.08495327,0
3508,1,1,0.9345008241,0
3509,-1,0,3.166521393,1
3510,1,1,0.3762793504,0
3511,1,1,0.9303049044,0
3512,1,1,1.257959302,0
3513,1,1,0.9270908487,0
3514,1,1,0.450780183,0
3515,1,1,1.015478574,0
3516,0,2,0.9925409209,0
3517,0,2,1.33311568,0
3518,-2,0,1.747181861,1
3519,0,2,1.05467084,0
3520,0,2,1.178980407,0
3521,0,2,0.9600814726,0
3522,0,2,1.136952868,0
3523,0,2,1.147229091,0
3524,0,2,1.122428413,0
3525,0,2,1.003453965,0
3526,-1,1,2.985462772,1
3527,0,2,1.257478536,0
3528,0,2,1.17022026,0
3529,0,2,1.63726612,0
3530,0,2,1.629692362,0
3531,1,1,0.9272032722,0
3532,0,2,1.164874327,0
3533,0,2,1.439547877,0
3534,0,2,0.390865203,0
3535,-1,0,2.987595925,1
3536,0,2,1.045662747,0
3537,-2,0,1.99102249,1
3538,0,2,0.9775095625,0
3539,0,2,0.5995178278,0
3540,0,2,0.6360551346,0
3541,1,1,0.7895323475,0
3542,0,2,1.723372082,0
3543,1,1,1.928094925,0
3544,1,1,1.379794187,0
3545,1,1,1.133677554,0
3546,0,2,1.182709524,0
3547,1,1,1.637218827,0
3548,0,2,1.044458125,0
3549,0,2,1.194706441,0
3550,0,2,0.7120325189,0
3551,1,1,0.94083088,0
3552,0,2,0.9080583529,0
3553,0,2,1.109130481,0
3554,0,2,0.4212288452,0
3555,1,1,1.018507816,0
3556,-1,0,2.808698776,1
3557,1,1,0.914714476,0
3558,1,1,1.629996688,0
3559,0,2,0.7913872936,0
3560,0,2,0.5558866856,0
3561,1,1,1.693692417,0
3562,0,2,0.9657364604,0
3563,1,1,0.9150153396,0
3564,-1,1,2.574357045,1
3565,1,1,1.833098614,0
3566,1,1,1.70614394,0
3567,0,2,1.653299216,0
3568,0,2,1.40419691,0
3569,0,2,1.073428664,0
3570,1,1,1.127138907,0
3571,0,2,0.9260045196,0
3572,0,2,2.297679538,0
3573,0,2,1.573099441,0
3574,0,2,1.677942087,0
3575,0,2,0.9260491856,0
3576,0,2,0.7438573487,0
3577,0,2,0.3877048851,0
3578,0,2,0.9667524044,0
3579,0,2,1.804626528,0
3580,0,2,0.8186460749,0
3581,0,2,1.020901908,0
3582,0,2,1.228679179,0
3583,1,1,0.9992019418,0
3584,0,2,1.256565478,0
3585,1,1,1.205184568,0
3586,0,2,1.643419298,0
3587,0,2,0.9313755535,0
3588,0,2,1.072804999,0
3589,0,2,1.06208427,0
3590,0,2,0.9208855987,0
3591,0,2,0.8078951658,0
3592,0,2,1.640581822,0
3593,0,2,1.748498819,0
3594,0,2,0.8193029023,0
3595,0,2,0.9626254641,0
3596,0,2,1.634594245,0
3597,1,1,1.81057676,0
3598,-1,0,4.162463555,1
3599,0,2,0.4757268242,0
3600,0,2,1.728123563,0
3601,0,2,1.561086965,0
3602,0,2,0.6240997635,0
3603,1,1,1.637241815,0
3604,-2,0,3.317537817,1
3605,0,2,1.013020853,0
3606,-2,0,2.497960699,1
3607,0,2,1.090301543,0
3608,0,2,1.835308111,0
3609,0,2,1.129512848,0
3610,0,2,0.9680181155,0
3611,0,2,1.708648475,0
3612,1,1,1.07616978,0
3613,1,1,0.547289924,0
3614,0,2,0.907605517,0
3615,0,2,1.463084721,0
3616,0,2,1.62630528,0
3617,1,1,1.737274063,0
3618,0,2,1.68427756,0
3619,0,2,1.018377837,0
3620,1,1,1.712998536,0
3621,-1,0,2.636493227,1
3622,0,2,0.7094029769,0
3623,0,2,0.6261841215,0
3624,0,2,2.119250667,0
3625,0,2,0.9558012796,0
3626,0,2,1.119439278,0
3627,1,1,1.773841981,0
3628,0,2,1.000084265,0
3629,-1,0,2.913137754,1
3630,0,2,1.172803908,0
3631,0,2,1.209538813,0
3632,0,2,0.8805402519,0
3633,0,2,0.963979635,0
3634,-1,0,2.736111107,1
3635,0,2,0.8536000686,0
3636,0,2,1.774780811,0
3637,1,1,0.4725395173,0
3638,1,1,0.9274599859,0
3639,0,2,1.789822426,0
3640,0,2,1.799536495,0
3641,0,2,0.5800512912,0
3642,-1,0,1.99625482,1
3643,0,2,1.063306423,0
3644,0,2,1.745197551,0
3645,1,1,0.9424332988,0
3646,0,2,1.61808559,0
3647,1,1,1.633191052,0
3648,0,2,0.7301576549,0
3649,0,2,1.646302929,0
3650,1,1,1.33253798,0
3651,1,1,1.125811513,0
3652,1,1,0.5524759734,0
3653,1,1,0.9426493984,0
3654,0,2,0.862810148,0
3655,0,2,1.208096297,0
3656,0,2,0.551685526,0
3657,1,1,0.8150249573,0
3658,-1,0,4.044869606,1
3659,0,2,1.042080159,0
3660,0,2,0.2408771996,0
3661,-1,0,2.640204462,1
3662,1,1,1.240072642,0
3663,1,1,0.8691961189,0
3664,1,1,1.648323401,0
3665,0,2,0.7860896903,0
3666,0,2,1.764974083,0
3667,0,2,0.8108587529,0
3668,0,2,1.767046264,0
3669,1,1,1.813569053,0
3670,0,2,0.9997705586,0
3671,0,2,1.094643016,0
3672,0,2,1.617843428,0
3673,0,2,0.841776962,0
3674,0,2,0.4489724408,0
3675,1,1,1.009806584,0
3676,0,2,1.021027164,0
3677,0,2,1.679586562,0
3678,0,2,0.6899207988,0
3679,0,2,0.5284539695,0
3680,-2,0,2.846593471,1
3681,0,2,0.8538122899,0
3682,1,1,0.790483564,0
3683,0,2,0.5376759115,0
3684,0,2,1.222209428,0
3685,1,1,0.5353126218,0
3686,0,2,0.816857847,0
3687,0,2,0.7224788212,0
3688,0,2,0.9129089638,0
3689,0,2,1.462739806,0
3690,0,2,1.785420604,0
3691,0,2,1.799771459,0
3692,1,1,1.465910779,0
3693,1,1,1.410149396,0
3694,1,1,0.9425030474,0
3695,0,2,1.538172972,0
3696,0,2,1.734723164,0
3697,1,1,1.019963564,0
3698,0,2,1.6886779,0
3699,0,2,1.757577136,0
3700,0,2,2.474732242,0
3701,0,2,1.160503311,0
3702,0,2,1.042936095,0
3703,0,2,1.007730127,0
3704,0,2,1.529768064,0
3705,0,2,1.144481771,0
3706,0,2,0.9609293224,0
3707,0,2,1.309312044,0
3708,0,2,1.157955899,0
3709,1,1,0.9468401891,0
3710,0,2,0.9795848835,0
3711,1,1,1.287536598,0
3712,0,2,0.9783770447,0
3713,0,2,1.610524165,0
3714,1,1,1.191638616,0
3715,0,2,1.675185029,0
3716,0,2,1.018711258,0
3717,0,2,0.9602610179,0
3718,1,1,1.288010338,0
3719,0,2,1.326505182,0
3720,1,1,1.621453247,0
3721,0,2,1.010844217,0
3722,-1,1,2.138600083,1
3723,0,2,1.219238824,0
3724,-1,0,1.725175268,1
3725,0,2,1.093224188,0
3726,0,2,0.9256414242,0
3727,-1,0,1.666883822,1
3728,1,1,1.689347559,0
3729,0,2,1.13125485,0
3730,0,2,0.5470448686,0
3731,0,2,1.156487286,0
3732,0,2,0.7430843572,0
3733,1,1,1.758774999,0
3734,0,2,0.6866463578,0
3735,0,2,1.603380891,0
3736,0,2,1.951367117,0
3737,-1,0,2.601769021,1
3738,1,1,1.054346216,0
3739,1,1,0.3454286161,0
3740,0,2,1.084909652,0
3741,0,2,1.743519099,0
3742,0,2,1.116861146,0
3743,0,2,0.9885569778,0
3744,-1,0,2.684971856,1
3745,0,2,1.065353835,0
3746,0,2,1.738038724,0
3747,0,2,1.761555714,0
3748,0,2,1.764955557,0
3749,0,2,0.6995554871,0
3750,0,2,1.155320493,0
3751,-2,0,2.655224749,1
3752,0,2,1.394109396,0
3753,0,2,1.722654707,0
3754,0,2,1.676994991,0
3755,0,2,1.619216171,0
3756,0,2,0.9262294506,0
3757,0,2,1.731027557,0
3758,0,2,1.487948381,0
3759,0,2,0.8322051244,0
3760,0,2,0.5774172199,0
3761,0,2,0.9396283372,0
3762,1,1,0.8362996654,0
3763,0,2,1.649849225,0
3764,1,1,1.085904796,0
3765,0,2,1.763150415,0
3766,0,2,1.734371841,0
3767,1,1,1.224276074,0
3768,0,2,1.053069628,0
3769,1,1,0.7899702091,0
3770,1,1,1.044768008,0
3771,0,2,0.9529111648,0
3772,0,2,1.668341135,0
3773,0,2,0.9400369074,0
3774,1,1,0.9128044199,0
3775,0,2,1.166784663,0
3776,0,2,0.9649281149,0
3777,0,2,1.105963762,0
3778,-2,0,0.5993956722,1
3779,-1,0,2.842433309,1
3780,-2,0,2.393097996,1
3781,0,2,1.048847566,0
3782,-2,0,1.343901858,1
3783,-1,0,1.512282273,1
3784,1,1,1.010846828,0
3785,-1,0,2.376928765,1
3786,1,1,1.066135307,0
3787,0,2,1.104452828,0
3788,0,2,1.733275303,0
3789,0,2,1.809549815,0
3790,1,1,1.439403775,0
3791,0,2,1.458131257,0
3792,-1,2,2.392876583,1
3793,0,2,0.9890054592,0
3794,0,2,0.7567180282,0
3795,-1,1,1.885536541,1
3796,0,2,0.8728881502,0
3797,0,2,1.115446847,0
3798,1,1,1.979155344,0
3799,0,2,0.9094678079,0
3800,0,2,0.6343132816,0
3801,0,2,0.93862204,0
3802,0,2,0.9202613902,0
3803,0,2,0.4129907143,0
3804,0,2,1.021702692,0
3805,0,2,0.9747205304,0
3806,1,1,0.4569975644,0
3807,0,2,1.193702353,0
3808,-1,0,1.755034348,1
3809,1,1,1.03147892,0
3810,0,2,1.015125074,0
3811,0,2,1.122354129,0
3812,1,1,1.052834104,0
3813,0,2,2.146617008,0
3814,1,1,1.558251675,0
3815,0,2,0.9734983251,0
3816,0,2,0.9649425034,0
3817,0,2,0.9469009128,0
3818,0,2,1.019018072,0
3819,1,1,1.667596063,0
3820,0,2,1.125587168,0
3821,-1,0,1.873182347,1
3822,0,2,0.9098717492,0
3823,-2,0,1.952046874,1
3824,0,2,1.802567944,0
3825,0,2,0.9162853121,0
3826,0,2,0.7386952066,0
3827,-2,0,2.84905953,1
3828,0,2,1.146838454,0
3829,1,1,1.629263878,0
3830,0,2,1.401678058,0
3831,1,1,1.373840397,0
3832,0,2,1.003495709,0
3833,1,1,1.708704475,0
3834,0,2,0.7010990089,0
3835,-2,0,3.026476106,1
3836,-1,0,2.626596181,1
3837,0,2,0.9666543862,0
3838,0,2,1.607977229,0
3839,0,2,1.017424492,0
3840,-1,0,1.985638223,1
3841,0,2,1.658481319,0
3842,0,2,1.169071177,0
3843,-1,0,2.696823776,1
3844,0,2,1.673425006,0
3845,0,2,0.2676712188,0
3846,-1,0,2.528206785,1
3847,0,2,1.953404736,0
3848,0,2,1.673415844,0
3849,0,2,1.665202897,0
3850,0,2,1.019968082,0
3851,0,2,0.9454481642,0
3852,0,2,1.032123025,0
3853,1,1,0.9194206957,0
3854,0,2,1.067217268,0
3855,-1,0,2.759352672,1
3856,0,2,1.738841973,0
3857,-2,0,1.565448328,1
3858,1,1,1.169950446,0
3859,0,2,1.019172921,0
3860,-2,0,3.11915611,1
3861,-1,2,1.796516821,1
3862,1,1,1.659487019,0
3863,0,2,0.8045008024,0
3864,0,2,0.7705378878,0
3865,0,2,1.221696514,0
3866,0,2,1.634310414,0
3867,-1,0,2.496630092,1
3868,0,2,1.105485676,0
3869,0,2,1.118047657,0
3870,-1,0,2.864204192,1
3871,0,2,0.9548238591,0
3872,-2,2,2.063403591,1
3873,0,2,1.631069915,0
3874,0,2,1.213734453,0
3875,0,2,1.17405392,0
3876,1,1,1.010753112,0
3877,1,1,0.7216466,0
3878,1,1,1.78010318,0
3879,0,2,1.639300412,0
3880,1,1,0.5898891732,0
3881,0,2,1.080875254,0
3882,0,2,1.063008658,0
3883,0,2,1.606262528,0
3884,0,2,1.683247242,0
3885,1,1,1.740131769,0
3886,0,2,0.8609859679,0
3887,1,1,1.111569738,0
3888,1,1,0.6655542195,0
3889,0,2,1.190454442,0
3890,0,2,0.9585444419,0
3891,-1,0,2.251487462,1
3892,1,1,1.672517901,0
3893,0,2,1.878862121,0
3894,0,2,0.5969281689,0
3895,0,2,1.830104405,0
3896,1,1,1.733160194,0
3897,0,2,1.634523016,0
3898,1,1,0.5521178125,0
3899,0,2,1.169028455,0
3900,1,1,0.7868609088,0
3901,1,1,1.162630352,0
3902,0,2,1.647591654,0
3903,0,2,1.090725257,0
3904,1,1,1.335164383,0
3905,0,2,0.4260805287,0
3906,0,2,0.940973387,0
3907,0,2,0.9314941658,0
3908,0,2,0.3137212551,0
3909,0,2,1.001586349,0
3910,0,2,1.128362517,0
3911,1,1,1.116762765,0
3912,0,2,1.156259761,0
3913,0,2,1.650912263,0
3914,1,1,0.9334670643,0
3915,0,2,0.4516225247,0
3916,0,2,0.960923624,0
3917,0,2,0.9644312458,0
3918,0,2,1.582447021,0
3919,1,1,0.9576467856,0
3920,0,2,1.310626579,0
3921,0,2,1.205463202,0
3922,0,2,0.3517094143,0
3923,0,2,1.12587889,0
3924,0,2,1.659188508,0
3925,-1,0,1.688496987,1
3926,0,2,1.089457595,0
3927,0,2,1.773873528,0
3928,0,2,1.099622276,0
3929,0,2,0.9629605145,0
3930,1,1,1.189372666,0
3931,-1,2,2.046207118,1
3932,0,2,0.9084740952,0
3933,1,1,0.4752989679,0
3934,0,2,0.614243253,0
3935,0,2,1.37955288,0
3936,0,2,0.9912617938,0
3937,1,1,0.9360573395,0
3938,-1,0,2.871524668,1
3939,0,2,0.6075032903,0
3940,1,1,1.081795151,0
3941,1,1,1.47477874,0
3942,0,2,1.610588705,0
3943,-1,0,1.647828299,1
3944,1,1,1.668648856,0
3945,1,1,0.3999515922,0
3946,1,1,1.529519679,0
3947,0,2,1.099127747,0
3948,0,2,0.962691837,0
3949,0,2,0.9277960313,0
3950,0,2,1.16851959,0
3951,1,1,1.026664352,0
3952,-1,0,2.570615861,1
3953,-1,0,2.472041235,1
3954,1,1,0.8148524741,0
3955,0,2,0.6567877563,0
3956,0,2,0.6575071192,0
3957,0,2,0.5917775677,0
3958,0,2,1.444691629,0
3959,0,2,0.5201518244,0
3960,1,1,1.296044351,0
3961,0,2,1.182532106,0
3962,0,2,0.9617808432,0
3963,0,2,1.000556774,0
3964,0,2,1.862222941,0
3965,0,2,1.655201358,0
3966,0,2,1.779575745,0
3967,0,2,1.194872092,0
3968,0,2,1.765566214,0
3969,0,2,1.069401927,0
3970,-2,0,2.003285392,1
3971,0,2,0.9948554255,0
3972,1,1,0.8798371093,0
3973,-1,0,2.505963616,1
3974,1,1,1.006121567,0
3975,0,2,1.149306404,0
3976,0,2,1.013335711,0
3977,1,1,0.9209895428,0
3978,0,2,0.3713464552,0
3979,0,2,1.343906405,0
3980,1,1,0.9585010264,0
3981,0,2,1.155953495,0
3982,0,2,0.2801616606,0
3983,-1,0,2.383705241,1
3984,0,2,0.7949666851,0
3985,0,2,1.663898901,0
3986,1,1,0.6502267117,0
3987,1,1,1.827212484,0
3988,0,2,1.666946174,0
3989,0,2,1.574603201,0
3990,0,2,1.653170783,0
3991,-1,0,3.060266387,1
3992,1,1,0.9049490186,0
3993,1,1,0.9015368638,0
3994,0,2,0.4460012878,0
3995,0,2,0.8351692047,0
3996,1,1,0.9267584963,0
3997,1,1,1.376368636,0
3998,-1,0,2.811341562,1
3999,0,2,0.9629892176,0
4000,0,2,0.9667669211,0
4001,0,2,0.9405106353,0
4002,0,2,0.4005186238,0
4003,1,1,0.9159548857,0
4004,-1,0,1.751887143,1
4005,0,2,1.731131819,0
4006,0,2,1.216071886,0
4007,0,2,0.4173942644,0
4008,1,1,0.4904340928,0
4009,1,1,1.771220655,0
4010,0,2,1.097124144,0
4011,0,2,1.661203806,0
4012,0,2,0.5022171155,0
4013,0,2,1.755425637,0
4014,1,1,1.045270848,0
4015,1,1,1.274624298,0
4016,0,2,1.740897317,0
4017,0,2,0.9434160564,0
4018,0,2,0.8764110883,0
4019,0,2,0.9273577035,0
4020,0,2,1.029289741,0
4021,1,1,1.120079673,0
4022,1,1,0.3271520065,0
4023,1,1,0.9666143533,0
4024,0,2,1.695682108,0
4025,1,1,0.3796156189,0
4026,0,2,1.650809142,0
4027,0,2,1.30205908,0
4028,0,2,1.026808376,0
4029,-1,0,3.148443529,1
4030,0,2,0.7727133488,0
4031,1,1,0.7636800971,0
4032,0,2,0.9199137145,0
4033,1,1,1.63811692,0
4034,1,1,1.061453171,0
4035,0,2,0.27411326,0
4036,1,1,1.67401205,0
4037,0,2,1.662833687,0
4038,1,1,1.248133791,0
4039,1,1,1.194039994,0
4040,0,2,1.707821231,0
4041,0,2,0.85867452,0
4042,0,2,1.684901974,0
4043,0,2,1.158636971,0
4044,1,1,1.624777793,0
4045,0,2,0.9280833564,0
4046,-1,0,3.457484014,1
4047,-2,0,2.695591771,1
4048,0,2,0.9941686004,0
4049,1,1,1.845326677,0
4050,1,1,1.121714433,0
4051,-2,0,3.367598224,1
4052,1,1,1.636177057,0
4053,0,2,0.3774787767,0
4054,0,2,0.9745741514,0
4055,1,1,1.321184186,0
4056,0,2,1.04054074,0
4057,0,2,0.8614197398,0
4058,1,1,1.627126082,0
4059,0,2,0.5563308875,0
4060,1,1,1.313278411,0
4061,0,2,0.970932896,0
4062,0,2,1.421131166,0
4063,0,2,1.118595902,0
4064,0,2,1.033000782,0
4065,-1,2,1.945856288,1
4066,0,2,1.191028734,0
4067,0,2,0.9597556203,0
4068,0,2,1.182071794,0
4069,0,2,0.9641335149,0
4070,1,1,1.37902085,0
4071,1,1,0.9632690998,0
4072,0,2,1.358145415,0
4073,0,2,0.7290239809,0
4074,0,2,1.682684571,0
4075,-1,1,2.816123114,1
4076,0,2,1.138709232,0
4077,1,1,1.363299542,0
4078,0,2,0.3862624795,0
4079,1,1,1.826962091,0
4080,0,2,0.6880154854,0
4081,0,2,1.12738262,0
4082,0,2,1.01193399,0
4083,0,2,1.423237727,0
4084,0,2,1.107410825,0
4085,1,1,1.159859004,0
4086,0,2,1.016381159,0
4087,1,1,1.146200068,0
4088,1,1,1.304899873,0
4089,0,2,1.628176501,0
4090,1,1,1.701993512,0
4091,0,2,1.671883937,0
4092,1,1,0.9210097602,0
4093,1,1,1.366478347,0
4094,0,2,0.8977826302,0
4095,0,2,0.9475473986,0
4096,1,1,0.9112893817,0
4097,0,2,1.109823323,0
4098,0,2,1.815270642,0
4099,0,2,1.694086017,0
4100,0,2,0.7416603335,0
4101,0,2,1.714269183,0
4102,0,2,1.214318587,0
4103,1,1,0.5386446561,0
4104,0,2,1.650808565,0
4105,0,2,0.5672269456,0
4106,0,2,0.3405399348,0
4107,0,2,1.219435708,0
4108,0,2,0.9657049656,0
4109,0,2,0.9107771943,0
4110,1,1,1.043788277,0
4111,1,1,1.471028734,0
4112,0,2,1.015778095,0
4113,1,1,0.9143837762,0
4114,0,2,0.9723359737,0
4115,0,2,0.7689969215,0
4116,0,2,1.232897843,0
4117,1,1,0.8873918271,0
4118,1,1,0.7408308394,0
4119,-1,1,1.436856497,1
4120,0,2,1.170991667,0
4121,0,2,0.4517980131,0
4122,0,2,1.353620686,0
4123,1,1,1.147568863,0
4124,0,2,1.509507579,0
4125,0,2,1.729408365,0
4126,0,2,1.094797826,0
4127,1,1,1.184798843,0
4128,0,2,1.157139169,0
4129,0,2,1.613726211,0
4130,0,2,1.202632565,0
4131,-1,0,2.383573574,1
4132,0,2,1.738801231,0
4133,-2,1,1.260989837,1
4134,0,2,1.756019465,0
4135,0,2,0.9124481819,0
4136,1,1,0.6054058275,0
4137,0,2,0.5077562132,0
4138,0,2,1.631151342,0
4139,0,2,0.4963030839,0
4140,0,2,0.9854279494,0
4141,1,1,1.778117109,0
4142,-2,1,2.617741537,1
4143,1,1,0.5318330105,0
4144,1,1,0.5172024989,0
4145,0,2,1.786801887,0
4146,0,2,0.3986417768,0
4147,0,2,0.9674870671,0
4148,1,1,1.627332805,0
4149,-1,0,2.059609675,1
4150,0,2,0.9838373721,0
4151,-1,0,3.189116633,1
4152,1,1,1.639059759,0
4153,0,2,0.6696646965,0
4154,0,2,0.3846704383,0
4155,0,2,1.560467377,0
4156,0,2,1.115615609,0
4157,0,2,1.695510723,0
4158,-1,0,1.416781691,1
4159,1,1,0.9151306039,0
4160,0,2,1.15408524,0
4161,0,2,0.9827989926,0
4162,0,2,1.903542972,0
4163,0,2,1.581886483,0
4164,0,2,1.503629672,0
4165,1,1,0.5776611342,0
4166,1,1,1.143531968,0
4167,1,1,1.027335957,0
4168,1,1,1.741207918,0
4169,0,2,1.071377122,0
4170,0,2,1.903151189,0
4171,1,1,1.173306057,0
4172,1,1,1.518680749,0
4173,0,2,1.694628002,0
4174,0,2,0.6264160209,0
4175,0,2,1.477044802,0
4176,0,2,1.393309144,0
4177,0,2,0.9128539119,0
4178,0,2,0.3702988067,0
4179,0,2,0.9279996743,0
4180,0,2,1.4066153,0
4181,1,1,0.9338257939,0
4182,1,1,1.772769478,0
4183,1,1,0.4830757621,0
4184,0,2,1.201292573,0
4185,0,2,0.9691210296,0
4186,1,1,1.197201372,0
4187,1,1,1.646576528,0
4188,1,1,0.92530882,0
4189,0,2,1.794862095,0
4190,0,2,0.9980332693,0
4191,1,1,1.153379085,0
4192,1,1,1.408455876,0
4193,1,1,1.081800392,0
4194,1,1,0.5848236184,0
4195,0,2,0.9478735337,0
4196,1,1,1.122046811,0
4197,1,1,0.937238116,0
4198,0,2,2.02283852,0
4199,0,2,1.202554427,0
4200,0,2,1.165731657,0
4201,0,2,1.737829742,0
4202,0,2,1.796859384,0
4203,0,2,1.489125122,0
4204,1,1,0.9331996778,0
4205,0,2,1.352680335,0
4206,1,1,0.4024984437,0
4207,0,2,1.012644313,0
4208,1,1,1.560422282,0
4209,1,1,1.658775274,0
4210,1,1,1.499569932,0
4211,0,2,1.382207764,0
4212,0,2,0.9971172509,0
4213,0,2,1.058280575,0
4214,1,1,0.95005514,0
4215,0,2,0.7110478865,0
4216,1,1,1.058881784,0
4217,1,1,0.9268187162,0
4218,0,2,1.135883711,0
4219,0,2,0.6734748018,0
4220,1,1,1.11544957,0
4221,0,2,0.9530545343,0
4222,0,2,1.25787948,0
4223,0,2,1.634165155,0
4224,0,2,1.509397004,0
4225,0,2,1.66607835,0
4226,0,2,0.9681302958,0
4227,1,1,1.341411094,0
4228,0,2,0.45017206,0
4229,1,1,1.044328242,0
4230,0,2,1.029398334,0
4231,1,1,1.056887929,0
4232,0,2,0.7555251012,0
4233,1,1,1.053924744,0
4234,0,2,0.9352181018,0
4235,1,1,0.948132223,0
4236,1,1,1.906884568,0
4237,0,2,1.02737745,0
4238,0,2,1.133791488,0
4239,1,1,0.6590934866,0
4240,1,1,1.122990947,0
4241,0,2,0.5215130959,0
4242,1,1,1.090443051,0
4243,0,2,0.4466462911,0
4244,0,2,0.9864395432,0
4245,0,2,1.748044025,0
4246,0,2,0.9381615687,0
4247,1,1,1.042592251,0
4248,0,2,0.9644259928,0
4249,0,2,1.14160206,0
4250,0,2,1.705501292,0
4251,1,1,1.343606342,0
4252,1,1,1.83783501,0
4253,0,2,1.263028673,0
4254,0,2,0.9465685126,0
4255,0,2,0.8510195428,0
4256,0,2,1.875594535,0
4257,0,2,0.438112321,0
4258,1,1,1.29924041,0
4259,-1,0,1.859377609,1
4260,0,2,0.9888976281,0
4261,1,1,1.731266838,0
4262,-1,0,1.551662432,1
4263,1,1,1.077748997,0
4264,0,2,1.203772453,0
4265,1,1,0.5479919655,0
4266,-1,0,2.864595249,1
4267,0,2,1.855069724,0
4268,0,2,1.064732823,0
4269,-1,2,2.223791227,1
4270,1,1,0.964409154,0
4271,0,2,0.988104384,0
4272,0,2,1.719764816,0
4273,1,1,1.69779132,0
4274,1,1,1.136880985,0
4275,0,2,0.4571908475,0
4276,0,2,1.121137639,0
4277,1,1,1.029497852,0
4278,0,2,1.093304137,0
4279,0,2,1.655583635,0
4280,0,2,0.6424659496,0
4281,1,1,0.9671729864,0
4282,0,2,1.196758281,0
4283,-2,0,3.457754978,1
4284,1,1,0.9308351669,0
4285,0,2,0.6285543357,0
4286,-1,1,2.147251574,1
4287,1,1,1.314192721,0
4288,1,1,0.9485954262,0
4289,-1,0,1.605639694,1
4290,0,2,1.728612345,0
4291,0,2,1.067560084,0
4292,1,1,1.658736928,0
4293,0,2,1.12515887,0
4294,0,2,0.9932043712,0
4295,1,1,1.153925635,0
4296,1,1,1.470049174,0
4297,0,2,1.610024254,0
4298,0,2,1.11621315,0
4299,-1,1,2.521878183,1
4300,0,2,1.743091666,0
4301,0,2,1.648029109,0
4302,0,2,0.9612058579,0
4303,0,2,1.081601968,0
4304,0,2,0.9084757104,0
4305,0,2,1.678348519,0
4306,0,2,1.442502805,0
4307,0,2,0.9910097245,0
4308,0,2,1.095371338,0
4309,0,2,1.651716993,0
4310,0,2,0.7566264896,0
4311,-1,0,2.574129023,1
4312,0,2,1.798648418,0
4313,0,2,1.097972303,0
4314,0,2,0.9474408192,0
4315,0,2,0.972228886,0
4316,0,2,1.664051994,0
4317,0,2,1.012569343,0
4318,0,2,1.182889239,0
4319,0,2,0.9994410971,0
4320,0,2,0.998076131,0
4321,-1,1,1.644003759,1
4322,0,2,0.937302259,0
4323,0,2,1.16854813,0
4324,1,1,1.395086542,0
4325,1,1,1.675443271,0
4326,0,2,0.8895107154,0
4327,0,2,1.508735093,0
4328,0,2,1.084902408,0
4329,-1,1,3.248032687,1
4330,-2,2,2.427637443,1
4331,0,2,0.9265087129,0
4332,0,2,1.079459029,0
4333,1,1,0.9150002603,0
4334,1,1,1.863848291,0
4335,0,2,0.9655132586,0
4336,1,1,1.18699559,0
4337,0,2,0.9471988986,0
4338,0,2,1.607491188,0
4339,0,2,0.6052014146,0
4340,0,2,1.62142913,0
4341,1,1,0.9630445192,0
4342,1,1,0.4944108553,0
4343,0,2,0.9532584018,0
4344,1,1,1.649906134,0
4345,0,2,1.657561262,0
4346,0,2,1.632998142,0
4347,0,2,1.021224759,0
4348,1,1,1.850132754,0
4349,0,2,1.358724301,0
4350,1,1,1.000898478,0
4351,1,1,1.300609768,0
4352,0,2,0.9103148568,0
4353,0,2,0.7938993802,0
4354,0,2,0.9552184105,0
4355,0,2,0.975123028,0
4356,0,2,1.134246401,0
4357,0,2,0.6733998373,0
